,post_id,text,post_text,shared_text,original_text,time,timestamp,image,image_lowquality,video,video_duration_seconds,video_height,video_id,video_quality,video_size_MB,video_thumbnail,video_watches,likes,comments,shares,post_url,link,user_id,username,user_url,is_live,was_live,factcheck,shared_post_id,shared_time,shared_user_id,reactions,reaction_count,with,page_id
0,608172470662632,"We would like to sternly remind that any forms of advertisements are not allowed on our page without prior approval. This includes any Facebook, Twitter or Instagram links that we’ve received quite a lot recently. We kindly request everyone to refrain from submitting these through UT. Thank you for your cooperation!

Sincerely,
Admin Captain Marvel","We would like to sternly remind that any forms of advertisements are not allowed on our page without prior approval. This includes any Facebook, Twitter or Instagram links that we’ve received quite a lot recently. We kindly request everyone to refrain from submitting these through UT. Thank you for your cooperation!

Sincerely,
Admin Captain Marvel",,,2022-08-19 13:45:09,1660887909,,https://scontent.fkul8-1.fna.fbcdn.net/m1/v/t6/An_UvxJXg9tdnLU3Y5qjPi0200MLilhzPXUgxzGjQzUMaNcmjdZA6anyrngvkdub33NZzZhd51fpCAEzNHFhko5aKRFP5fS1w_lKwYrzcNLupv27.png?ccb=10-5&oh=00_AT_qbKYI6IncUXkLfSdqrKOqv1pHI_hCEdutUDSRxviP2w&oe=63218CF9&_nc_sid=55e238,,,,,,,,,2,3,0,https://facebook.com/taylorsconfessions1/posts/608172470662632,,106408717505679,Taylors Confessions,https://facebook.com/taylorsconfessions1/?__tn__=C-R,False,False,,,,,,2,,106408717505679
1,621754732637739,"#TCP329722
Would you prefer a partner who is s*xually experienced or one who has no experience?","#TCP329722
Would you prefer a partner who is s*xually experienced or one who has no experience?",,,2022-09-09 12:37:04,1662698224,,https://scontent.fkul8-1.fna.fbcdn.net/m1/v/t6/An_UvxJXg9tdnLU3Y5qjPi0200MLilhzPXUgxzGjQzUMaNcmjdZA6anyrngvkdub33NZzZhd51fpCAEzNHFhko5aKRFP5fS1w_lKwYrzcNLupv27.png?ccb=10-5&oh=00_AT_qbKYI6IncUXkLfSdqrKOqv1pHI_hCEdutUDSRxviP2w&oe=63218CF9&_nc_sid=55e238,,,,,,,,,3,5,0,https://facebook.com/taylorsconfessions1/posts/621754732637739,,106408717505679,Taylors Confessions,https://facebook.com/taylorsconfessions1/?__tn__=C-R,False,False,,,,,,3,,106408717505679
2,621752602637952,"#TCP329721
I read before people say;
If your bf tells you he's hxrny and wants you to layan then you better leave him because he doesn't respect you as a woman and only using you to satisy himself.

Do you agree or disagree with that and why?","#TCP329721
I read before people say;
If your bf tells you he's hxrny and wants you to layan then you better leave him because he doesn't respect you as a woman and only using you to satisy himself.

Do you agree or disagree with that and why?",,,2022-09-09 12:32:06,1662697926,,https://scontent.fkul8-1.fna.fbcdn.net/m1/v/t6/An_UvxJXg9tdnLU3Y5qjPi0200MLilhzPXUgxzGjQzUMaNcmjdZA6anyrngvkdub33NZzZhd51fpCAEzNHFhko5aKRFP5fS1w_lKwYrzcNLupv27.png?ccb=10-5&oh=00_AT_qbKYI6IncUXkLfSdqrKOqv1pHI_hCEdutUDSRxviP2w&oe=63218CF9&_nc_sid=55e238,,,,,,,,,3,3,0,https://facebook.com/taylorsconfessions1/posts/621752602637952,,106408717505679,Taylors Confessions,https://facebook.com/taylorsconfessions1/?__tn__=C-R,False,False,,,,,,3,,106408717505679
3,621750635971482,"#TCP329720
I want to give my bf a bj but I'm nervous because I never do it before and I afraid he wouldn't like it. Do all guys like getting head?","#TCP329720
I want to give my bf a bj but I'm nervous because I never do it before and I afraid he wouldn't like it. Do all guys like getting head?",,,2022-09-09 12:27:06,1662697626,,https://scontent.fkul8-1.fna.fbcdn.net/m1/v/t6/An_UvxJXg9tdnLU3Y5qjPi0200MLilhzPXUgxzGjQzUMaNcmjdZA6anyrngvkdub33NZzZhd51fpCAEzNHFhko5aKRFP5fS1w_lKwYrzcNLupv27.png?ccb=10-5&oh=00_AT_qbKYI6IncUXkLfSdqrKOqv1pHI_hCEdutUDSRxviP2w&oe=63218CF9&_nc_sid=55e238,,,,,,,,,8,9,0,https://facebook.com/taylorsconfessions1/posts/621750635971482,,106408717505679,Taylors Confessions,https://facebook.com/taylorsconfessions1/?__tn__=C-R,False,False,,,,,,8,,106408717505679
4,621748629305016,"#TCP329719
Lokasi? Rahsia.","#TCP329719
Lokasi? Rahsia.",,,2022-09-09 12:22:06,1662697326,https://scontent.fkul8-1.fna.fbcdn.net/v/t39.30808-6/305931722_621748619305017_706374956822678174_n.jpg?stp=cp0_dst-jpg_e15_fr_q65&_nc_cat=107&ccb=1-7&_nc_sid=2d5d41&efg=eyJpIjoidCJ9&_nc_ohc=wE9hVFeRNlQAX874Z0f&_nc_oc=AQlPfoufa1bz2TikMVDT9EHBsxwFigop2bg9RGnt0xBP_hu0dfgbnJrl5txWRrEsL3k&tn=BcPjkSc_jTBbb_Nd&_nc_ht=scontent.fkul8-1.fna&oh=00_AT-ySB2FteqsVj-c9RTS8jD53KpenzMGqidAQOOcnOW9ZA&oe=6322DD0C,https://scontent.fkul8-1.fna.fbcdn.net/v/t39.30808-6/305931722_621748619305017_706374956822678174_n.jpg?stp=cp0_dst-jpg_e15_p320x320_q65&_nc_cat=107&ccb=1-7&_nc_sid=2d5d41&efg=eyJpIjoidCJ9&_nc_ohc=wE9hVFeRNlQAX874Z0f&_nc_oc=AQlPfoufa1bz2TikMVDT9EHBsxwFigop2bg9RGnt0xBP_hu0dfgbnJrl5txWRrEsL3k&tn=BcPjkSc_jTBbb_Nd&_nc_ht=scontent.fkul8-1.fna&oh=00_AT-RG8VIY84VyjatbteK_zda70R6IwCb9zormOgpMdq5pw&oe=6322DD0C,,,,,,,,,12,5,0,https://facebook.com/taylorsconfessions1/posts/621748629305016,,106408717505679,Taylors Confessions,https://facebook.com/taylorsconfessions1/?__tn__=C-R,False,False,,,,,,12,,106408717505679
5,621746392638573,"#TCP329718
Bincangkan.","#TCP329718
Bincangkan.",,,2022-09-09 12:17:06,1662697026,https://scontent.fkul8-1.fna.fbcdn.net/v/t39.30808-6/305767217_621746379305241_7549827848521405385_n.png?_nc_cat=111&ccb=1-7&_nc_sid=2d5d41&efg=eyJpIjoidCJ9&_nc_ohc=n2qAetn9Z34AX8bblm6&_nc_ht=scontent.fkul8-1.fna&oh=00_AT_loGhTkx-YjIZMDPRrIeMUyUz2uJB6dkTrzuTrqtUUow&oe=6321B698,https://scontent.fkul8-1.fna.fbcdn.net/v/t39.30808-6/305767217_621746379305241_7549827848521405385_n.png?stp=dst-png_s320x320&_nc_cat=111&ccb=1-7&_nc_sid=2d5d41&efg=eyJpIjoidCJ9&_nc_ohc=n2qAetn9Z34AX8bblm6&_nc_ht=scontent.fkul8-1.fna&oh=00_AT99vEQ7IaVuCRE9dF1ClFjchC3Zy-SKgsSbor6gmBcvPw&oe=6321B698,,,,,,,,,1,1,0,https://facebook.com/taylorsconfessions1/posts/621746392638573,,106408717505679,Taylors Confessions,https://facebook.com/taylorsconfessions1/?__tn__=C-R,False,False,,,,,,1,,106408717505679
6,621744112638801,"#TCP329717
Silent treatment is an emotional abuse. It’s a form of punishment.

In a heated fight, tell your partner how long you want to shut down. Use it to cool down. Ideally an hour, better less. Comeback and worked it out. This will foster trust. Never give that silent treatment.","#TCP329717
Silent treatment is an emotional abuse. It’s a form of punishment.

In a heated fight, tell your partner how long you want to shut down. Use it to cool down. Ideally an hour, better less. Comeback and worked it out. This will foster trust. Never give that silent treatment.",,,2022-09-09 12:12:08,1662696728,,https://scontent.fkul8-1.fna.fbcdn.net/m1/v/t6/An_UvxJXg9tdnLU3Y5qjPi0200MLilhzPXUgxzGjQzUMaNcmjdZA6anyrngvkdub33NZzZhd51fpCAEzNHFhko5aKRFP5fS1w_lKwYrzcNLupv27.png?ccb=10-5&oh=00_AT_qbKYI6IncUXkLfSdqrKOqv1pHI_hCEdutUDSRxviP2w&oe=63218CF9&_nc_sid=55e238,,,,,,,,,9,3,0,https://facebook.com/taylorsconfessions1/posts/621744112638801,,106408717505679,Taylors Confessions,https://facebook.com/taylorsconfessions1/?__tn__=C-R,False,False,,,,,,9,,106408717505679
7,621742165972329,"#TCP329716
One that triggered me is why would a person invalidate a person's s*xual assault traumatic experience just bcs they're still enjoy consensual s*x activities? (which is the person's personal right/life). Women should understand better bcs men don't.

S*xual assault and consented s*xual activities are literally TWO different things. Consent is one thing that differ them. No matter how sexy or whatever a person is, they don't deserve to be assaulted. Assault is a crime and consented one, isn't. Good to look but never to touch.","#TCP329716
One that triggered me is why would a person invalidate a person's s*xual assault traumatic experience just bcs they're still enjoy consensual s*x activities? (which is the person's personal right/life). Women should understand better bcs men don't.

S*xual assault and consented s*xual activities are literally TWO different things. Consent is one thing that differ them. No matter how sexy or whatever a person is, they don't deserve to be assaulted. Assault is a crime and consented one, isn't. Good to look but never to touch.",,,2022-09-09 12:07:07,1662696427,,https://scontent.fkul8-1.fna.fbcdn.net/m1/v/t6/An-SJYN61eefFdoaV8pa0G_5_APCa0prZaqkZGXpCFeUCLCg89UPOqSkSZxJkLy0hAKKpUIPEB91mo9yBBfcAqcwmpEu5jN_jmJufFtJoVJCUklu.png?ccb=10-5&oh=00_AT9Txb6yrLfoL4yxCVZz8mIJApS9suBZusaIaryv4jzn6A&oe=6322E35F&_nc_sid=55e238,,,,,,,,,4,1,0,https://facebook.com/taylorsconfessions1/posts/621742165972329,,106408717505679,Taylors Confessions,https://facebook.com/taylorsconfessions1/?__tn__=C-R,False,False,,,,,,4,,106408717505679
8,621740215972524,"#TCP329715
when will people learn that taking screenshots from someone’s private account and posting it online for everybody to see and further embarrass that person can lead to a very big problem… you don’t look like the hero in this story, you just look low :/

YOU might feel a sense of satisfaction in that moment, but what about the long term effect on the victim here? what if they decide to commit, what if they decide to press charges against you for revenge pxxn, what if this backfires. too many what if’s for an hour of Internet fame.","#TCP329715
when will people learn that taking screenshots from someone’s private account and posting it online for everybody to see and further embarrass that person can lead to a very big problem… you don’t look like the hero in this story, you just look low :/

YOU might feel a sense of satisfaction in that moment, but what about the long term effect on the victim here? what if they decide to commit, what if they decide to press charges against you for revenge pxxn, what if this backfires. too many what if’s for an hour of Internet fame.",,,2022-09-09 12:02:03,1662696123,,,,,,,,,,,3,1,0,https://facebook.com/taylorsconfessions1/posts/621740215972524,,106408717505679,Taylors Confessions,https://facebook.com/taylorsconfessions1/?__tn__=C-R,False,False,,,,,,3,,106408717505679
9,621738222639390,"#TCP329714
Why do most guys like bxxbs or are attracted to em?
I mean aren't those actually fats? (Feel free to correct me if I'm wrong)
What's so attractive in those two jugs on a woman's chest that makes guys ogling at?
Seriously asking thou.
Anyone got answer to this?
Preferably I want answers that is more than just ""because guys are guys"" or ""guys always hxrny"".","#TCP329714
Why do most guys like bxxbs or are attracted to em?
I mean aren't those actually fats? (Feel free to correct me if I'm wrong)
What's so attractive in those two jugs on a woman's chest that makes guys ogling at?
Seriously asking thou.
Anyone got answer to this?
Preferably I want answers that is more than just ""because guys are guys"" or ""guys always hxrny"".",,,2022-09-09 11:57:07,1662695827,,https://scontent.fkul8-1.fna.fbcdn.net/m1/v/t6/An_UvxJXg9tdnLU3Y5qjPi0200MLilhzPXUgxzGjQzUMaNcmjdZA6anyrngvkdub33NZzZhd51fpCAEzNHFhko5aKRFP5fS1w_lKwYrzcNLupv27.png?ccb=10-5&oh=00_AT_qbKYI6IncUXkLfSdqrKOqv1pHI_hCEdutUDSRxviP2w&oe=63218CF9&_nc_sid=55e238,,,,,,,,,3,13,0,https://facebook.com/taylorsconfessions1/posts/621738222639390,,106408717505679,Taylors Confessions,https://facebook.com/taylorsconfessions1/?__tn__=C-R,False,False,,,,,,3,,106408717505679
